Date,Confirmed,Deaths,Recovered,,#VALUE!
24-02-2022,431605295,5931273,0,,#DIV/0!
25-02-2022,433258519,5940304,0,,#DIV/0!
26-02-2022,434706130,5946958,0,,#DIV/0!
27-02-2022,435864860,5951563,0,,#DIV/0!
28-02-2022,437192058,5959244,0,,#DIV/0!
01-03-2022,438791042,5967613,0,,#DIV/0!
02-03-2022,440449101,5975692,0,,#DIV/0!
03-03-2022,442220610,5983964,0,,#DIV/0!
04-03-2022,443982057,5992676,0,,#DIV/0!
05-03-2022,445462646,5998468,0,,#DIV/0!
06-03-2022,446688063,6002613,0,,#DIV/0!
07-03-2022,448122792,6010194,0,,#DIV/0!
08-03-2022,449862394,6017511,0,,#DIV/0!
09-03-2022,451694486,6025399,0,,#DIV/0!
10-03-2022,453564733,6032980,0,,#DIV/0!
11-03-2022,455436568,6039551,0,,#DIV/0!
12-03-2022,457234054,6044395,0,,#DIV/0!
13-03-2022,458516309,6047815,0,,#DIV/0!
14-03-2022,460130503,6053140,0,,#DIV/0!
15-03-2022,461938485,6058532,0,,#DIV/0!
16-03-2022,464170227,6065462,0,,#DIV/0!
17-03-2022,466247656,6072558,0,,#DIV/0!
18-03-2022,468137370,6078048,0,,#DIV/0!
19-03-2022,469875092,6081961,0,,#DIV/0!
20-03-2022,470966705,6085080,0,,#DIV/0!
21-03-2022,472455479,6101443,0,,#DIV/0!
22-03-2022,474433993,6106402,0,,#DIV/0!
23-03-2022,476236612,6112440,0,,#DIV/0!
24-03-2022,478020010,6117712,0,,#DIV/0!
25-03-2022,479780201,6126662,0,,#DIV/0!
26-03-2022,481156270,6129602,0,,#DIV/0!
27-03-2022,482116487,6132043,0,,#DIV/0!
28-03-2022,483597830,6136094,0,,#DIV/0!
29-03-2022,485348882,6140885,0,,#DIV/0!
30-03-2022,486946001,6145866,0,,#DIV/0!
31-03-2022,488761532,6150706,0,,#DIV/0!
01-04-2022,489927639,6155264,0,,#DIV/0!
02-04-2022,490995246,6157949,0,,#DIV/0!
03-04-2022,491802843,6159651,0,,#DIV/0!
04-04-2022,492715166,6162734,0,,#DIV/0!
05-04-2022,494080732,6167081,0,,#DIV/0!
06-04-2022,495500961,6174496,0,,#DIV/0!
07-04-2022,496752745,6178865,0,,#DIV/0!
08-04-2022,497903221,6182914,0,,#DIV/0!
09-04-2022,498699820,6185099,0,,#DIV/0!
10-04-2022,499291552,6186597,0,,#DIV/0!
11-04-2022,500243450,6189567,0,,#DIV/0!
12-04-2022,501338097,6193033,0,,#DIV/0!
13-04-2022,502397289,6197622,0,,#DIV/0!
14-04-2022,503357133,6201242,0,,#DIV/0!
15-04-2022,504054673,6203546,0,,#DIV/0!
16-04-2022,504647605,6205052,0,,#DIV/0!
17-04-2022,505075190,6206377,0,,#DIV/0!
18-04-2022,505556319,6207816,0,,#DIV/0!
19-04-2022,506496528,6211248,0,,#DIV/0!
20-04-2022,507446460,6215770,0,,#DIV/0!
21-04-2022,508344139,6219335,0,,#DIV/0!
22-04-2022,509150146,6222288,0,,#DIV/0!
23-04-2022,509666730,6223755,0,,#DIV/0!
24-04-2022,510051338,6224752,0,,#DIV/0!
25-04-2022,510633192,6227171,0,,#DIV/0!
26-04-2022,511275654,6231509,0,,#DIV/0!
27-04-2022,512089554,6235080,0,,#DIV/0!
28-04-2022,512820478,6238156,0,,#DIV/0!
29-04-2022,513450295,6240783,0,,#DIV/0!
30-04-2022,513814370,6242174,0,,#DIV/0!
01-05-2022,514126894,6243168,0,,#DIV/0!
02-05-2022,514585677,6244885,0,,#DIV/0!
03-05-2022,515250796,6247713,0,,#DIV/0!
04-05-2022,515867243,6251541,0,,#DIV/0!
05-05-2022,516455788,6254191,0,,#DIV/0!
06-05-2022,517073392,6256465,0,,#DIV/0!
07-05-2022,517419829,6257501,0,,#DIV/0!
08-05-2022,517701156,6258209,0,,#DIV/0!
09-05-2022,518416115,6260258,0,,#DIV/0!
10-05-2022,519046530,6262494,0,,#DIV/0!
11-05-2022,519731815,6265075,0,,#DIV/0!
12-05-2022,520373206,6266927,0,,#DIV/0!
13-05-2022,520939176,6268892,0,,#DIV/0!
14-05-2022,521382662,6269793,0,,#DIV/0!
15-05-2022,521757179,6270450,0,,#DIV/0!
16-05-2022,522365440,6272193,0,,#DIV/0!
17-05-2022,522958914,6274160,0,,#DIV/0!
18-05-2022,523706177,6276611,0,,#DIV/0!
19-05-2022,524292179,6278438,0,,#DIV/0!
20-05-2022,524912157,6280451,0,,#DIV/0!
21-05-2022,525281921,6281481,0,,#DIV/0!
22-05-2022,525605817,6282030,0,,#DIV/0!
23-05-2022,526108314,6283637,0,,#DIV/0!
24-05-2022,526686723,6285388,0,,#DIV/0!
25-05-2022,527320720,6288047,0,,#DIV/0!
26-05-2022,527835425,6289528,0,,#DIV/0!
27-05-2022,528403623,6291515,0,,#DIV/0!
28-05-2022,528690344,6292241,0,,#DIV/0!
29-05-2022,528966392,6292787,0,,#DIV/0!
30-05-2022,529370776,6294074,0,,#DIV/0!
31-05-2022,529992467,6295614,0,,#DIV/0!
01-06-2022,530683348,6297735,0,,#DIV/0!
02-06-2022,531207590,6299330,0,,#DIV/0!
03-06-2022,531750362,6300863,0,,#DIV/0!
04-06-2022,532001706,6301496,0,,#DIV/0!
05-06-2022,532266502,6302216,0,,#DIV/0!
06-06-2022,532706273,6303274,0,,#DIV/0!
07-06-2022,533356549,6305489,0,,#DIV/0!
08-06-2022,534056904,6308093,0,,#DIV/0!
09-06-2022,534633343,6309702,0,,#DIV/0!
10-06-2022,535179081,6311403,0,,#DIV/0!
11-06-2022,535461325,6312275,0,,#DIV/0!
12-06-2022,535663548,6312763,0,,#DIV/0!
13-06-2022,536229531,6314525,0,,#DIV/0!
14-06-2022,537072959,6316411,0,,#DIV/0!
15-06-2022,537791771,6318393,0,,#DIV/0!
16-06-2022,538313543,6320214,0,,#DIV/0!
17-06-2022,538899166,6321553,0,,#DIV/0!
18-06-2022,539126433,6322143,0,,#DIV/0!
19-06-2022,539400472,6322722,0,,#DIV/0!
20-06-2022,540191999,6324412,0,,#DIV/0!
21-06-2022,541004686,6326103,0,,#DIV/0!
22-06-2022,541810415,6328161,0,,#DIV/0!
23-06-2022,542593144,6329988,0,,#DIV/0!
24-06-2022,543352000,6331814,0,,#DIV/0!
25-06-2022,543667449,6332522,0,,#DIV/0!
26-06-2022,543952151,6333053,0,,#DIV/0!
27-06-2022,544880511,6334591,0,,#DIV/0!
28-06-2022,545812749,6336631,0,,#DIV/0!
29-06-2022,546743976,6338427,0,,#DIV/0!
30-06-2022,547801808,6339825,0,,#DIV/0!
01-07-2022,548738355,6341735,0,,#DIV/0!
02-07-2022,549095352,6342464,0,,#DIV/0!
03-07-2022,549453905,6343061,0,,#DIV/0!
04-07-2022,550355730,6344135,0,,#DIV/0!
05-07-2022,551540546,6346255,0,,#DIV/0!
06-07-2022,552769351,6348795,0,,#DIV/0!
07-07-2022,553806545,6351465,0,,#DIV/0!
08-07-2022,554790037,6353689,0,,#DIV/0!
09-07-2022,555290847,6354565,0,,#DIV/0!
10-07-2022,555714919,6355179,0,,#DIV/0!
11-07-2022,556824209,6356902,0,,#DIV/0!
12-07-2022,558018366,6359165,0,,#DIV/0!
13-07-2022,559468326,6362575,0,,#DIV/0!
14-07-2022,560396624,6365626,0,,#DIV/0!
15-07-2022,561417220,6367860,0,,#DIV/0!
16-07-2022,561998319,6368824,0,,#DIV/0!
17-07-2022,562445617,6369532,0,,#DIV/0!
18-07-2022,563644959,6371473,0,,#DIV/0!
19-07-2022,565203511,6374350,0,,#DIV/0!
20-07-2022,566784267,6380795,0,,#DIV/0!
