,Date,Confirmed,Deaths,Recovered
930,2022-08-09,586506180,6444224,0
931,2022-08-10,587518117,6446887,0
932,2022-08-11,588512294,6450077,0
933,2022-08-12,589261041,6452895,0
934,2022-08-13,589896426,6454331,0
935,2022-08-14,590357012,6455321,0
936,2022-08-15,591230370,6457719,0
937,2022-08-16,592316169,6461189,0
938,2022-08-17,593296747,6464443,0
939,2022-08-18,594228391,6467367,0
940,2022-08-19,595018972,6470046,0
941,2022-08-20,595592349,6471189,0
942,2022-08-21,596076574,6472892,0
943,2022-08-22,596811916,6474325,0
944,2022-08-23,597693587,6477225,0
945,2022-08-24,598524082,6480241,0
946,2022-08-25,599424545,6483222,0
947,2022-08-26,600122288,6485754,0
948,2022-08-27,600574056,6486871,0
949,2022-08-28,600980000,6487825,0
950,2022-08-29,601578407,6489800,0
951,2022-08-30,602271882,6492118,0
952,2022-08-31,603063574,6495529,0
953,2022-09-01,603723080,6498051,0
954,2022-09-02,604375223,6500715,0
955,2022-09-03,604750754,6501696,0
956,2022-09-04,605120720,6502749,0
957,2022-09-05,605585998,6504122,0
958,2022-09-06,606256211,6506412,0
959,2022-09-07,606865404,6508539,0
960,2022-09-08,607433008,6510699,0
961,2022-09-09,607951796,6512950,0
962,2022-09-10,608263537,6513795,0
963,2022-09-11,608576611,6514535,0
964,2022-09-12,609084538,6516012,0
965,2022-09-13,609613771,6517943,-1
966,2022-09-14,610304356,6520346,-1
967,2022-09-15,610952592,6522806,-1
968,2022-09-16,611406358,6524750,-1
